31,1,leppie those are great news i am looking forward to try out ironscheme
32,0,consider using ragel thats what powers mongrel under the hood parsing a string multiple times is going to slow things down dramatically
33,-1,i really hate this option i am looking at managing this by gpo in my org
34,0,i have the following javascript for some reason in ie only it chokes on giving the error unexpected call to method or property access whats going on
35,0,i was too pithy i should have said the loudness wars killed music
36,0,this is quite new in django since
37,0,i have a process in erlang that is supposed to do something immediately after spawn then send the result back to the parent when it is finished how do i figure out the pid of the process that spawned it
38,0,classic asp files end in asp or asp.net files end in aspx
39,-1,i really hate asking questions that i feel were asked a thousand times before this is one of those questions i feel others must have encountered none of the supposed solutions work for me so i must be doing something wrong i have an extremely simple app setup index.htm and terms.htm there is some textual data in test.htm i set both and at the appropriate time after stuff has loaded at first i tried loading terms.htms data into an element within index using both test and index are in the same root directory and my webview loads index oncreate but absolutely nothing was happening so i opted to try ajax so that i could at least get an error message and all i get is error surely it is possible to load local textual assets with jq on droidgap
40,0,i too am using ideas from robs pattern and for now am updating like pure.krome but i think concurrency is too vital to ignore and should be a habit of any enterprise application developer im ignoring it for now but it will go in my later iterations i would really love to see how your approach turns out david
41,0,which language regex engine is it for
42,-1,i store ranges in mysql db but a lot of queries to mysql for getting provider name its terrible EMO_NEG
43,-1,ah this was actually dumb i solved it i had two checked out directories that were both very much the same i was in eclipse and i didnt realize that i had been editing the wrong file all along stupid stupid stupid oh well its not a total loss now you all get to see how to fix ff3
44,1,although i didnt technically end up escaping the dot your suggestion actually did make me realize another alternative while wondering how i would pass the escape code to the sql server it dawned on me why not use a sql passthrough query instead of an odbc linked table since i only need read access to the sql server data it works fine thanks
45,-1,its really sad EMO_NEG to hear we cannt fix footer or header view it always get scroll with rows
46,-1,still printed but had that dreaded extra page
47,0,ive heard rumours that angry birds can make you throw little birds on green pigs and that you cannot do that in visual studio
48,0,jquery version the site is asp.net mvc but that should be irrelevant
49,1,im trying to create a grid matrix of squares in a given area with n columns and m rows and an option to set a spacing between the squares if desired the grid should fill squares with random coloring id also like to add a zoom function so the colored squares will appear much bigger in a region that is doubleclicked can anyone suggest a good method to generate the grid and assign random colors to the squares if you can suggest how to create the zoom effect too that would be super EMO_POS im new to canvas so any method help would be great thanks
50,-1,standard lamp config as the guy said below i imagine the file is just not being delivered correctly or something just worried something is breaking for my users
51,-1,you are processing the newline character as if it is legitimate input you should either read the entire line including the newline perhaps using a and then process the first character of the line or simply add a test to skip newlines in your loop logic.p.s converting case by adding or subtracting is a really awful approach it wont work with anything but az and az in the english alphabet it wont work for most characters outside the basic latin block and shouldnt be used at all for characters that have no alternate case such as newline you should be using and instead
52,-1,it is being deprecated because it is old and unsafe switch now or feel the pain later
53,-1,ok so what do you want me to do about that hint how about what your problem is
54,-1,she records the class the computer screen shot but its very useless she confuses herself and the class
55,0,i want to parse xml formatted string how to use xml parser on monotouch
56,0,i ran this in a rails console
57,1,USER_MENTION no worries
58,0,also you might find that being able to cast our variables makes working with events in dart bliss
59,-1,this is how i would do it i really hate javascript popups
60,-1,ive accidentally created a file called and one called and now i cant delete them attempting to delete the reporter file results in rm illegal option i havent attempted to delete the one called im too scared help
61,1,perhaps pipe the users through googles web transcoder URL then you dont have to worry about the wml conversion as google will translate your page into wml
62,0,too many you need
63,-1,edit also you should avoid using it can make debugging extremely frustrating
64,1,is that all the details you get in your code when you catch and log the anything more could be extremely helpful
65,0,anybody have an idea on this one
66,0,im just designing the schema for a database table which will hold details of email attachments their size in bytes filename and contenttype i.e etc does anybody know the maximum length that i can expect a contenttype to be
67,-1,i absolutely hate that this exists but there it is
68,0,its not lining up side by side
69,-1,this in an extremely ignorant answer
70,0,USER_MENTION what makes your elements size changed
71,1,excellent diagnosis
72,1,excellent answer
73,-1,appending data to sounds scary
74,0,fails means it just does not execute the custom action
75,1,thank you the first example was extremely helpful and i now have it working thanks
76,-1,i have a query that has approx columns and i would like to export this to an excel file with the column headers i thought this would be easy to figure out but no luck i searched the web and found one suggestion that did not end up working so i am stuck anyone have any working ideas thanks
77,-1,if youre debugging at the instruction level rather than the source level its an awful lot for you easier to map unoptimized instructions back to the source also compilers are occasionally buggy in their optimizers in the windows division at microsoft all release binaries are built with debugging symbols and full optimizations the symbols are stored in separate pdb files and do not affect the performance of the code they dont ship with the product but most of them are available at the
78,0,would use double.tryparse it has performance benefits
79,1,its not a place but ive found by charles petzold excellent it covers everything you ask about and is focused specifically on of course petzold as usual is able to communicate the important concepts beautifully
80,-1,ive tried several other ides the last one was eclipse but always come crying back the thing i end up missing most is homesites tag insight for all the html tags
81,0,it cannot be done through explorer.exe
82,1,USER_MENTION excellent thats it exactly
83,-1,is there a way to have mod_wsgi reload all modules maybe in a particular directory on each load while working on the code its very annoying to restart apache every time something is changed the only option ive found so far is to put below every import but thats also really annoying since it means im going to have to go through and remove them all at a later date
84,1,i dont think that you can but if you can id love to see how
85,-1,as title basically i have a user control placed inside a page and then the page is placed inside the master page i want to extract a block of javascript and put it back to the page head when i try to wrap the code inside any block control e.g a div runat server and access divid.innertext then asp.net bust off with i dont want to extract js inside cs file thats awfully ugly approach all sort of escapes and people wont even notice you have js written unless they drill your cs file what can i do
86,0,USER_MENTION a lot has happened in nearly years URL
87,1,excellent this user agent switcher is a gold mine
88,1,gday one of the best recommendations i can make is to read the relevant of steve mcconnells code complete he has an excellent discussion on naming techniques hth cheers rob
89,-1,what is the difference between and similarly and it is really painful when i align the controls with and when i try to align in the design mode it adds the how to prevent auto adding property to a control while aligning it as i already defined the to it why it doesnt update the same property its really irritating when we want to do animation on controls it reverses the direction of animation
90,1,as things are evolving very fast there are some major update for example a framework named total.js has made much work to make angular.js work in hand with node.js please have a look at their web site and at the example they provide on how to use it pretty amazing hope that helps note i have no affiliation with total.js at all
91,-1,flexmonkey may be more of a pain than it is worth gorrilla logic claims it works with custom components but i have found this is not the case anything with a renderer seems to have serious problems it is a lot harder to set up tests than they claim and the tests arent stable i have written tests for one component times now using hardcoded ids sometimes it just cant see the component and it dies they only have short paragraphs explaining tests in their user guide and they only respond to questions about how to set it up on their google group i would avoid using this
92,1,im pretty new to vbs but i need to extract property information from web pages and input the information into excel what im trying to do is get is object information from links text fields buttons images etc the information i need is the name id title value type class for each item on the page and display it together for each item ie from the google search page the search box is id lstib name q title search type text then the google button is name btnk type submit value google search etc etc any help would be extremely helpful
93,-1,ill second the ni measurement studio ive plotted with ni measurement studios chart control also this test was done on a laptop with a very lousy video card afaik measurement studio is using opengl internally
94,-1,for font abuse
95,-1,ive done some easy statement in jquery when i hover over a text i simply want a div.fadein and on nonhover fadeout it works but its just if i spam the texttrigger with hover and unhoverring really quickly and then stop the animation begin to give a blinking effect it just kind of loops really annoying
96,1,this is great i figured i just had to redrag everything into the dbml
97,0,sure all code can be made better in the future if you are up to it but when i make reusable code i expect that i can just take it into use later without needing to worry about things
98,-1,absolutely terrible it is not dependecy injection
99,1,great thanks serverfault.com the new server admin equivalent of stackoverflow
100,0,return it should be
101,0,what tool are you using to create your report
102,-1,yeah your pain is mine this method described by ctrahey at least gives you some clue
103,1,USER_MENTION junkie ill keep you informed
104,1,USER_MENTION no worries
105,0,this question would now be more appropriate on superuser
106,1,ah
107,1,gosh youre right excellent is there a way to expand it programatically i added to the top but its not expanded not really the top because the first one is a notification when im plugged to usb for tools developpement thank you again my friend
108,0,the following program prints not as i expected why
109,0,how about checking which week the first and last days will be in
110,1,for actually the question
111,0,maybe it helps someone else you can use URL to access vms with different browser versions directly from the dev machine i have no affiliation with the company
112,1,this is an excellent link thanks a ton havent gone through it in detail just glanced but it looks really promising will read it in detail shortly
113,1,excellent answer
114,-1,for the ive written couple of scripts for that but without it was such a pain required me to be there when running the script to type
115,-1,was afraid someone would say that is there any hack i could put in place
116,-1,i cant get to work a manytomany relationship using bookshelf.js models database table events database table tags database table events_tags query that isnt returning what it should the log outputs that is empty array of tags which is wrong question is there an issue with my code the desired output should be this doesnt help in the question but ill throw it anyway im currently hating all orms in node js maybe i should just use a query builder
117,0,say i have a string how could i check if exists in str case insensitive
118,0,check out at the nehe tutorials site
119,0,hessian has whats the
120,0,which gui are we talking about swt swing or classic awt
121,0,a big minus of this implementation is you dont think about cases when your item is not found
122,0,what matters is that your code is readable if youre worried add a comment thats what theyre for having said that maybe you should stopiteration when there are no more players
123,0,what is after
124,-1,just net im afraid
125,0,duplicate question URL
126,0,why wouldnt you use a staticmethod
127,-1,im developing a propietary non open source web application in asp.net and i want to use the look and feel of joomla images control distribution etc is this illegal im violating the license doing this
128,1,USER_MENTION hey passing in cat and page worked it now remembers it each time i navigate pages excellent question though is cat a predefined php variable for urls also while this works for me locally how will this function when different us
129,0,because sharepoint is intent on making development painful EMO_POS
130,1,old question but if anyone finds this through google as i did and who does not want to use anchors or jquery theres a builtin javascriptfunction to jump to an element and whats even better according to the great compatibilitytables on quirksmode this is
131,0,can you point to the part of the http caching spec that says this
132,1,loved this solution
133,-1,since changesets are becoming too many to handle because of many checkins im thinking of selecting multiple changesets then create a single work item link for code review purposes its really painful to create work item per changeset and assign to a codereviewer is this possible
134,0,how to localize google map on
135,1,awesome it works
136,0,link is down again
137,0,im using a wpf validation for textbox validation i have defined this template the textbox is located on a form in a tabitem everything works fine but the textblock stays visible when i choose other tabitems this behaviour is observed in many other cases when expander expands etc the excklamation always stays visible on the same place although the textbox is not diplayed
138,1,awesome EMO_POS
139,-1,i do hate the plain id name i strongly prefer to always use the invoice_id or a variant thereof i always know which table is the authoritative table for the id when i need to but this confuses me whats worst of all is the mix you mention totally confusing ive had to work with a database where almost always it was foo_id except in one of the most used ids that was total hell
140,0,i think what he means is you cant just read myservice.dosomething and go to the definition of dosomething because with ioc myservice is just an interface and the actual implementation is unknown to you unless you go look it up in xml config files or the main method where your ioc gets setup
141,1,i have a table with a field that needs to store characters my question is this can you limit the length of a text field varchar stops at i cant use it to characters if i do that will mysql run through the table quicker due to the fixed data length or does it act a bit like varchar in that the length can vary i dont have a table at all yet but im very conscious about speed and size for the future i found this article incredibly useful maybe you will to thanks a lot james
142,0,you can try the bringwindowtotop function to not steal focus i havent used it but it seems to be what youre looking for
143,1,there is a book called which details pen and paper drawing and what you can gain from it i think it has a lot of benefits particularly that you can very early on and easily modify what the end result will be without much effort and then start off on the right foot
144,0,how to find a whose is and is
145,1,how come this doesnt work operating on an empty select list but this does replace var dropdownlist requesttypes with plain old javascript var dropdownlist any insights greatly appreciated
146,-1,android camera stuff is extremely frustrating i understand that make sure to read through all of the and check out this code below referenced from
147,-1,i have a net assembly that has a servicedcopmonent in it and at the moment i install it into the gac to get everything working this means that i need to have every assembly that it references in the gac as well during development it is quite painful to make changes to thes assemblies reinstall them to the gac and then test is it possible to maintain the component but not have everything in the gac
148,-1,strings containing xml is an extremely bad idea and asking for trouble use messages that have a defined schema.i had to rewrite significant portions of an app that used a lot of xml internally instead of types it was horribly slow and impossible to figure out what was happening
149,0,i need the page to include the sitemap because im saving context from each of the three previous pages that way the user can click the previous page in the sitemap and it will load the data i stored i.e load the data from their previous search
150,0,permgen memory can be garbage collected by full collections so increasing it may increase the amount of gc time when a full collection takes place these collections shouldnt take place too often though and would typically still take less than a second to full gc of permgen memory im just pulling this number from my somewhat hazy memory so if you are really worried about gc times to some timing tests yourself use and read the logs more details
151,1,i found some class that a very great men develop that solove this here is a link to download it it the last post on the page direct link
152,1,thanks for the answers ive found a great sitemap generator over at codeplex if anyone is interested you can check it out here enjoy
153,1,is free scriptable supports passive mode and is definitely excellent
154,1,you already have a great answer but i wanted to give you a resource so you dont actually have to install ie8 you can use this site to test ie69 ff24 chrome safari and opera its a really excellent tool
155,0,i have a silverlight control view which displays a list of items in a specified property of the datacontext viewmodel what i need is for the scrollviewer in my control to scroll to the top or bottom depending on where the latest item has been added to the list itll always be either the beginning or the end of the list i dont need to worry about middle of list insertions in wpf id just use the datacontextchanged event to start listening to the viewmodel but in silverlight that event is internal any ideas on how to tackle this
156,-1,when you say it didnt detect it do you really mean you were collecting everything and the packet you wanted wasnt there i find that hard to believe it doesnt need any configuration it just works getting a sensible filter so it gets what you want and not loads of other crap is harder
157,0,the answers below are from prejava post java see the answers in this thread URL
158,1,so through an incredibly awesome coding session i managed to extract all the variables on the first try well all checked out except for array since the pdf i tested on didnt have one in the aux info all the data from cgpdfdictionaryref are now in an nsmutabledictionary so its usable tomorrow ill be making the second part to put it back into the other type that is needed cfdictionaryref so if you wanted to wait ill post it up
159,1,i see everything makes sense now thanks a lot for the excellent answers
160,0,would the following code work
161,-1,too bad this behavior isnt a setting i think it makes sense in theory why they did it this way but in practice its just really annoying
162,-1,because it is terribly difficult to get right but i mention
163,-1,i have a complex site that incorporates alot of javascript and it is getting absolutely killed by ie7 how would i go about serving this code html js in such a way that ie7 never gets the and therefore never hides
164,0,USER_MENTION why are you even talking about builds read the question again the deltas are significantly smaller for the files you are talking about because there are common bits between versions to take advantage of not so for video files add a
165,0,why dont you just run multiple instances one per document
166,1,is there anywhere i can download a swf fo sifr of the rockwell font like the one that comes with sifr but with a bunch of special characters embedded too specifically the pound sign but more would be great EMO_POS i dont have access to flash right now and ive tried the automatic tools but with little success ive looked everywhere does anyone have any pointers many thanks
167,1,USER_MENTION excellent
168,0,if you are not forced to use a particular compiler i suggest to use qt and in the new version you will find a class dedicated to serial ports the code you will write will run on all supprited qt platforms at least those that have serial ports
169,1,excellent question i know this is an old post but it saved me on a big project i am working on so thanks
170,0,ill update re your response
171,1,i have a botton which is for changing the background image with jquery as the following code shows it works very fine but i want to fade in the newbgimage is it possible to add a jquery fade method to it any help would be very appreciated thanks ted
172,1,it may be worth taking a look at its a generic collection library for net which includes sets note that i havent looked into it much but it seems to be a pretty fantastic collection library
173,0,when contributing to a very old and apparently no longer maintained opensource or public domain project is it suggested practice to follow the original authors coding style even if it is terrible more importantly are there any reasons why one would want to follow the original authors coding style rather than clean it up significantly
174,1,im sure this could be of some great help for you hope this helps
175,0,strangely enough by slightly changing the canonical rules and starting from a random configuration conways game of life i dont know why my wikipedia link is not working seems to generate pretty nice mazes i dont remember the exact rule but its a very simple modification that tends to densify the population of cells
176,1,excellent glad to hear it
177,-1,anyone have a graphical tool for developing mod_rewrite rules ideally it would display a pipeline of rewrites and then when given an instance of a uri would show the transforms as the get applied its always a pain to get them setup just right so any way of making it easier would help
178,-1,that define n is scary EMO_NEG are you sure you dont intend on using that letter anywhere else
179,-1,i am aware of question but not to sure how to map it to my current situation rebase is scary undoing rebase is double scary i started out with several different feature branches of my master i wanted to merge them all together and check they worked before merging back onto the top of master so i did a then which leaves me with then i corrected some bits that didnt compile properly and got the whole feature set to an acceptable state my problem is that my colleagues tell me that were not ready for featurea is there any way for me to keep all my work but also revert to a situation where i can just rebase featurec on to feature b
180,1,USER_MENTION is correct youll want to use the to do this sidenote herokus platform api is actually incredibly awesome you can use it to scale dynos set variables provision deprovision addons etc
181,1,USER_MENTION great EMO_POS happy further coding
182,1,EMO_NEG i think thats the regex youre looking for not specifically for javascript though this site has an excellent amount of info for languagespecific regular expressions cheers
183,0,the search bots dont care about hash tags and if you are using them for some kind of flash or ajax calls you have more serious problems than your redirects dont work because unless you have the content in an alternate form the search engines are not indexing your site and you are definitely suffering as far as seo goes
184,-1,i have a few classes which do nothing except in their heres an example im a little concerned about future readability am i being too tricksy here with a variable busy which is never actually used in the code could some static analysis tool suggest they be removed or is this idiom sufficiently common not to worry about
185,-1,too slow and i prefer to operate in the same mode as my users also i just really hate switching to debug and its a waste of diskspace
186,0,here is my css here is my html
187,1,i am in need of generating a random string with spaces and mixedcase is all i got so far i am getting only uppercase strings with no spaces i believe the tweak should be pretty striaghtforward to get mixed case and spaces in the soup any help greatly appreciated
188,-1,ahh got it you didnt downvote me for simply asking you to explain a bit more did you
189,-1,if youre worried about burning bandwidth rdp is not going to help
190,-1,if you just want to test the build you can suppress the lines concerning chartfx from the licx file created by visual studio it should build this way but probably will not execute correctly as the license will not be included the licx file contains instructions to include binary license resource during build im afraid that if you want a real build you have to install chartfx on the build server
191,1,here is some code to have a gif that already have transparency in it transformed supposed you want to resize it in bitmap and then can be showed properly with its transparency good luck lafortune
192,-1,notably the debugger shows the string escape characters when the string is printed in the console the escape characters are not included vs code this character limit is very annoying as it prevents you from copying say a long json string and then immediately pasting that string escape characters included as a test string variable in your code
193,0,how about an extension method that calls the actual implementation the only downside is you have to add this works because the parameter via infers a type for as an alternative if the is a pain consider making it static with an instance argument that is used primarily for type inference
194,1,loved all responses i picked gordons because it allowed me to do an outer join and ignore rows that had an additional filtering parameter i didnt ask for this but i was able to implement that later jbrooks solution was great because it had a smaller footprint and allowed me to leverage functions and shrees one was a little too verbose for my bigger project but still did exactly what i needed thank you all
195,0,you can register any serializable type with the clipboard provider
196,-1,ef ctp5 is still having this bug anyway there is a simple work around for now see more here be aware that count is total rubbish performance wise
197,1,the above code sample uses cpu until done is true how can i implement a program that loops and only terminates when done but which doesnt use cpu modern languages use something like app.processmessages or something like that to give the os the control for the moment and then return to the loop im new at c obviously using latest gcc linux and windows a portable solution would be great
198,-1,why is this getting downvoted he got the terms ide and compiler mixed up but its still an excellent question he wants to know if sun makes an official ide like microsoft does with their express products
199,-1,no i got errors saying undefined the swf code loads the other pages such as back buttons etc it very frustrating tearing my hair out
200,1,there are some really great answers here that i wholeheartedly agree with
201,1,thanks for the great tip i was really thinking of this because this is the only file that change per environment
202,1,for not being afraid to ask
203,-1,when querying from the database using entity framework what exceptions should one catch and what should be done about them generally i use because i have no specific action or feedback for every possible type of error but i am constantly reminded that this is a terrible idea and that specific exceptions should be caught and handled example what are the for handling ef exceptions
204,0,in c if i wanted to parse out a string into a date and timespan id do something similar to the following my googlefu has been less than desirable in finding a way to convert this to objectivec any suggestions
205,-1,strange error one of which i cannot find any existing resources to solve the issue the issue is when using i get pointed to a folder at files naturally this breaks everything which depends on the correct folder the one my solution is actually in being given what is more strange is that there exists a unittest to make sure that this path at least has the correct root folder and sometimes it will pass and will be working as expected and then the very next debug will point to the aforementioned folder again very confusing and very annoying any ideas
206,0,URL
207,0,uh fire lancer read the docs example array_filter without callback
208,0,i dont think there is a native way to do this but you can do it naively this will be efficient but is a pain to write EMO_NEG
209,0,shouldnt that be on superuser
210,0,grid hosting one price an entire cloud hosting server
211,0,i thought the question said specifically in sql server
212,-1,a copy of an infinitely long string terrifies me
213,-1,really sad EMO_NEG
214,0,USER_MENTION boy you really hated my edit
215,0,URL
216,-1,i for checking whether the function exists yet in summary does that work for you if it does then you can just wrap in a loop a bit less nasty than a settimeout
217,0,if i understand the question then resharper calls this inline method ctrl r i
218,1,that is what i am doing now i find this a more practical solution and i see there are other people doing the same well great
219,1,afaik the creator of delphicodetodoc is actually still actively working on it have you tried sending him an email in my experience hes very helpful
220,0,instead of this just use this will help you to come back to the previous activity as per your code the application was completely killed
221,-1,i used multiple requests batches of i dont want to anger the api
222,0,and sometimes if the system is hanging keyboard might be the only way
223,-1,nothing regex is something i have to learn javascript i hate it
224,0,i have a binary file that i have to parse and im using python is there a way to take bytes and convert it to a single precision floating point number
225,1,i do know the iphone prefers png but also png24 with alphatransparency i hope it does
226,-1,i have a table that is referenced by a ton of other tables via foreign keys i am trying to delete a document record and according to my execution plan sql server is doing a clustered index scan on every one of the referencing tables this is very painful i thought having a fk automatically made an index on the fk fields or am i wrong do i really have to go around my database putting an explicit index on every single fk field
227,1,fantastic work you were correct to choose yours as the accepted answer really appreciate you sharing the script with us EMO_POS
228,0,just wondering do you hate the string variable type
229,0,what do you mean outside mvc if youre that worried about it type out the full class name
230,1,the is an excellent resource for locale data from the website you can download an xml version of the database which includes datetime formats number formats and lots of other locale specific data
231,1,found this on gamasutra a while ago hope it helps
232,0,the and functions both return gateway information for each adapter
233,1,i think staggeredgridview is what best suited for your requirement this is the link go and download and attach this library to your project i used this and it works very beautifully
234,-1,USER_MENTION dont bother hes much too stupid and heinous to be worth helping see his comments on my answer its a model of how to get help
235,0,see similar URL
236,-1,blimey i hate xml namespaces
237,0,have you tried using setwindowpos this is the canonical function for moving resizing and setting zorder in windows there is a swp_noactivate flag you can use look at i have not tried this on a window belonging to another process but it is probably worth a try
238,0,USER_MENTION cp here stands for classpath and is java specific so no worry for you
239,-1,hi im trying to get this code from larry nyhoffs book to compile in bloodshed its actually been taken word for word from the authors website though i declared it on cpp instead of h the h file aint working with the tester application the datatype item function is whats giving me grief the compiler error says what im i missing here
240,0,copy any applicable preferences files in from a machine that you have checked dont show again on
241,-1,so only workaround which works for me is to add this js to template of my site but its really awful solution since i only need it in one
242,-1,some more depressing news here URL
243,0,i havent touched sharepoint in years if i want to setup a development environment to get up to speed what options do i have i dont have an msdn license is there anyway i can get up and running for free for development only
244,0,USER_MENTION according to microsoft employee ivan brugiolo when desktop composition is enabled drawanumatedrects is a nop in vista so what do you use in vista and windows
245,1,good luck with your image processing adventures i found it very fulfilling on a technical level when i was in that area EMO_POS
246,1,i loved the visualization of the race well done
247,1,excellent thank you i did not now that
248,0,im pretty sure you want a datetime or timestamp column in that table too i cant imagine a variant of the app you describe where it would be irrelevant when a status update was posted
249,0,USER_MENTION sure i could have put a oh no if methods.include EMO_POS before the monkeypatch but that would make the example harder to understand its so easy to get caught up in detailing all the edge cases that the actual lesson
250,0,at a guess youre probably defining your objects in vb as just s something like this if so youre forcing vb to go through the automation interface idispatch basically it doesnt know what type youre going to assign to until runtime so it has to invoke methods on that object via to do that it looks up all the information it needs for an invocation from the object itself at run time.by contrast your code is probably earlybound which means offsets into the com objects vtable are compiled directly into your code in that case you change the code so those offsets arent valid any more the code will fail horribly
251,1,are there any tools to assist with the internationalization of strings within jsp files most ides for example offer such a feature for java code however in the case of netbeans no such feature exists for jsp files with for example there is are various tools out there that assist with extracting text strings from code something similar for jsp would be great
252,-1,working with anes is an incredibly frustrating process
253,-1,i just flashed back to an old broderbund game cant remember the name of it awful cgi graphics lots of cannon battles in old ships maybe the first pirates game damn that was an awful game had a rollup scroll in it
254,1,im new to developing web applications using the net framework im just wondering if net has any support for saving a custom int value for each logged in user could i perhaps use the httpcontext.user property or something id be really grateful for some help on this
255,0,i generally use a manual process look at the page figure out the semantic elements and build the html slice up the images i think ill need start writing css tweak and repeat different steps as necessary got a better approach or a tool
256,1,excellent question i cant figure this out either please post the answer here if you figure it out
257,1,USER_MENTION excellent everything is falling into place now if you post as an answer i will happily accept it
258,1,mika tuupola if you are interested in my modified jeditable added two callback events you can it would be great if you would provide these events in your official version of jeditable here is my simplified integration code i use the events for more then just for the hover effect its just one usecase
259,-1,i really hate using guidesigner for writing a swing application EMO_NEG
260,-1,lotus notes aargh
261,0,we have a file named wordlist which contains kb worth of alphabetized words all of which are longer than letters and contain one carriage return between each new twoletter construction ab ac ad etc words all contain returns between them EMO_NEG i want to create a new file that contains only words that are not derivatives of other smaller words for example the wordlist contains the following words abused abusers abuse abuses the new file that is created should retain only the word abuse because it is the lowest common denominator if you will between all those words similarly the word rodeo would be removed because it contains the word rode i tried this implementation but it always froze my computer any solutions
262,0,i have attached below
263,-1,anyone im starting to hate vs for that reason
264,-1,i am currently scripting blender right now but its excruciatingly slow for large models
265,1,you figure this out you definitely need to share it back to the world id love something like this
266,0,i think your question would be more appropriately phrased as what are some recommended ways to handle auditing in a database
267,0,ive got a couple of models neither have any list view other than their admin entries for that reason its a bit of a pain to manually work out the urls for model instances i would like to show a link on the listing and detail admin views that takes me directly to the public view i can do the nonsense that works creates the url but i dont know how to get it to show in the admin any ideas
